Ind;fameff;bloc;PU;rg;n;fam;trait;oid4_09;oid5_10;oid5_11;oid4_12;gel_13;oid2_13;oid_16;oid_17;pgland;date_em;Hfin09;Hfin10;Hfin11;Hfin12;Hdeb14;Hdeb15;Hdeb16;Hdeb17;diam16;an_mort;H09v;H10v;H11v;H12v;H14v;H15v;H16v;H17v;exp;oid_moy;survie2017
B2I34;71;2;2;9;34;71;nat;;;;;;;;;4.5;;;;;;;;;;;g;;;;;;;;;exp;;
B2I36;75;2;2;9;36;75;nat;10;38.25;8;17;0;25;80;;2.9;186;11;16;18;20.5;7;8;5;0;5;2017;11;16;18;20.5;7;8;5;;exp;19.65;0
B2I37;75;2;2;9;37;75;nat;0;27;24;19;1;50;95;10;2.8;153;11.5;25;33;33;24;26;19;21;7.2;vivant;11.5;25;33;33;24;26;19;21;exp;24;1
B2I38;72;2;2;9;38;72;nat;20;20.25;38;16;0;5;;;5.1;135;23.5;26;30.5;30.5;0;0;0;0;;2014;23.5;26;30.5;30.5;;;;;exp;19.85;0
B2I39;75;2;2;9;39;75;nat;10;30.3;31;38;1;50;;;4;153;13.5;22;41;48;0;0;0;0;;2014;13.5;22;41;48;;;;;exp;31.86;0
B2I4;1;2;2;9;4;1;nat;10;38.90625;32.5;8;0;5;70;15;6.4;153;17;34;47;51;54;62;63;68;27.5;vivant;17;34;47;51;54;62;63;68;exp;18.88125;1
B2I40;77;2;2;9;40;77;nat;;;;;;;;;3.7;;;;;;;;;;;g;;;;;;;;;exp;;
B2I41;77;2;2;9;41;77;nat;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;exp;;
B2I42;27;2;2;9;42;27;nat;;;;;;;;;3.8;;;;;;;;;;;g;;;;;;;;;exp;;
B2I43;70;2;2;9;43;70;nat;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;exp;;
B2I44;48;2;2;9;44;48;nat;;;;;;;;;1.2;;;;;;;;;;;g;;;;;;;;;exp;;
B2I45;71;2;2;9;45;71;nat;;;;;;;;;4.5;;;;;;;;;;;g;;;;;;;;;exp;;
B2I46;45;2;2;9;46;45;nat;10;;80;;;;;;3.2;224;4.5;10;10;0;0;0;0;0;;2012;4.5;10;10;;;;;;exp;;0
B2I47;9;2;2;9;47;9;nat;30;45.2;75.5;30;1;50;;;3;135;15;24;45.5;45.5;0;0;0;0;;2014;15;24;45.5;45.5;;;;;exp;46.14;0
B2I6;72;2;2;9;6;72;nat;;;;;;;;;5.8;;;;;;;;;;;g;;;;;;;;;exp;;
B2I7;27;2;2;9;7;27;nat;;;;;;;;;4.7;;;;;;;;;;;g;;;;;;;;;exp;;
B2I8;74;2;2;9;8;74;nat;;;;;;;;;3.1;;;;;;;;;;;g;;;;;;;;;exp;;
B2J10;75;2;2;10;10;75;nat;0;29.25;24;31;1;50;;;3.9;153;10.5;23;32.5;33;11;13;0;0;;2016;10.5;23;32.5;33;11;13;;;exp;26.85;0
B2J11;72;2;2;10;11;72;nat;;;;;;;;;5.8;;;;;;;;;;;g;;;;;;;;;exp;;
B2J13;51;2;2;10;13;51;nat;;;;;;;;;6.2;;;;;;;;;;;g;;;;;;;;;exp;;
B2J14;76;2;2;10;14;76;nat;;;;;;;;;4.8;;;;;;;;;;;g;;;;;;;;;exp;;
B2J16;9;2;2;10;16;9;nat;;;;;;;;;2.1;;;;;;;;;;;g;;;;;;;;;exp;;
B2J18;1;2;2;10;18;1;nat;5;3.75;15;0;1;25;20;5;6.4;224;3;9;18;17;7;8;7;1;3.7;vivant;3;9;18;17;7;8;7;1;exp;9.75;1
B2J19;11;2;2;10;19;11;nat;;;;;;;;;2.4;;;;;;;;;;;g;;;;;;;;;exp;;
B2J20;72;2;2;10;20;72;nat;30;28;55.5;35;0;5;85;5;4.5;135;23;33;43;43;34;43;45;34;9.7;vivant;23;33;43;43;34;43;45;34;exp;30.7;1
B2J21;72;2;2;10;21;72;nat;10;41.6;54;41;0;25;100;0;4.9;135;17.5;38;46;51;28;18;18;8;2.2;vivant;17.5;38;46;51;28;18;18;8;exp;34.32;1
B2J22;71;2;2;10;22;71;nat;;;;;;;;;9.1;;;;;;;;;;;g;;;;;;;;;exp;;
B2J23;72;2;2;10;23;72;nat;10;24;53;34;0;0;95;15;5.3;153;17.5;39;53;53.5;55;53;60;60;13;vivant;17.5;39;53;53.5;55;53;60;60;exp;24.2;1
B2J24;72;2;2;10;24;72;nat;20;50.8;55;14;0;25;95;30;6.7;153;23.5;46;55.5;60;60;61;65;57;13.2;vivant;23.5;46;55.5;60;60;61;65;57;exp;32.96;1
B2J25;70;2;2;10;25;70;nat;30;46.5625;36;24;1;50;100;25;5.2;153;20.5;39;44;47;47;47;39;36;10.3;vivant;20.5;39;44;47;47;47;39;36;exp;37.3125;1
B2J27;76;2;2;10;27;76;nat;10;29.6;88;70;0;25;70;25;3.7;153;8.5;16;20;22;17;21;23;18;6.3;vivant;8.5;16;20;22;17;21;23;18;exp;44.52;1
B2J28;70;2;2;10;28;70;nat;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
B2J29;51;2;2;10;29;51;nat;20;38;47;27;1;50;100;;3.3;153;8;16;24.5;22;15;14;17;0;8.5;2017;8;16;24.5;22;15;14;17;;exp;36.4;0
B2J3;76;2;2;10;3;76;nat;;;;;;;;;4.7;;;;;;;;;;;g;;;;;;;;;exp;;
B2J30;11;2;2;10;30;11;nat;;;;;;;;;6;;;;;;;;;;;g;;;;;;;;;exp;;
B2J31;9;2;2;10;31;9;nat;;;;;;;;;3;186;0;0;0;0;0;0;0;0;;2009;;;;;;;;;exp;;0
B2J32;45;2;2;10;32;45;nat;0;24;33;16;1;50;70;10;4;153;9;36;40.5;50.5;51;48;53;56;13.4;vivant;9;36;40.5;50.5;51;48;53;56;exp;24.6;1
B2J33;45;2;2;10;33;45;nat;30;32.2125;95;19;0;25;90;25;7.8;186;20;37;46;54;52;55;55;40;9.7;vivant;20;37;46;54;52;55;55;40;exp;40.2425;1
B2J34;1;2;2;10;34;1;nat;5;32.5;95;17;0;0;70;20;5.7;135;10.5;25;33.5;35;34;39;37;35;9.9;vivant;10.5;25;33.5;35;34;39;37;35;exp;29.9;1
B2J35;73;2;2;10;35;73;nat;0;30.25;40;3;1;50;100;8;4.4;135;8.5;25;44.5;54;42;26;27;8;16.3;vivant;8.5;25;44.5;54;42;26;27;8;exp;24.65;1
B2J36;77;2;2;10;36;77;nat;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;exp;;
B2J38;9;2;2;10;38;9;nat;10;31.9375;85;24;0;50;;;5.4;135;18;34;36;37;0;0;0;0;;2014;18;34;36;37;;;;;exp;40.1875;0
B2J39;71;2;2;10;39;71;nat;20;39.2;53;27;1;50;95;30;7.1;135;19;39;71;80.5;77;52;56;39;19.8;vivant;19;39;71;80.5;77;52;56;39;exp;37.84;1
B2J40;11;2;2;10;40;11;nat;;;;;;;;;2.6;;;;;;;;;;;g;;;;;;;;;exp;;
B2J41;73;2;2;10;41;73;nat;30;28.3875;46.5;38;1;50;90;5;6.1;135;19.5;38;51;58;35;21;42;19;14.4;vivant;19.5;38;51;58;35;21;42;19;exp;38.5775;1
B2J42;76;2;2;10;42;76;nat;0;24.75;63;25;0;0;90;10;5;135;10;16;30.5;35;33;34;24;44;10.8;vivant;10;16;30.5;35;33;34;24;44;exp;22.55;1
B2J43;77;2;2;10;43;77;nat;20;34.3;58;19;0;25;;;2.1;135;15.5;19;29;29;0;0;0;0;;2014;15.5;19;29;29;;;;;exp;31.26;0
B2J45;73;2;2;10;45;73;nat;;;;;;;;;2.9;;;;;;;;;;;g;;;;;;;;;exp;;
B2J5;77;2;2;10;5;77;nat;;;;;;;;;3.1;;;;;;;;;;;g;;;;;;;;;exp;;
B2J6;11;2;2;10;6;11;nat;20;14.25;19;22;1;50;80;5;4.3;168;10;24;29.5;30;26;16;19;11;9.3;vivant;10;24;29.5;30;26;16;19;11;exp;25.05;1
B2J7;70;2;2;10;7;70;nat;;;;;;;;;4;;;;;;;;;;;g;;;;;;;;;exp;;
B2K10;1;2;2;11;10;1;nat;30;25.09375;63;31;0;25;80;8;6.1;153;18;23;28.5;31;35;46;39;26;9.4;vivant;18;23;28.5;31;35;46;39;26;exp;34.81875;1
B2K13;27;2;2;11;13;27;nat;30;15;27;16;1;50;;;5.9;153;13;25;35;42;0;0;0;0;;2014;13;25;35;42;;;;;exp;27.6;0
B2K14;9;2;2;11;14;9;nat;30;20.25;32;11;1;50;;;2.8;153;7.5;12;17.5;17;0;0;0;0;;2014;7.5;12;17.5;17;;;;;exp;28.65;0
B2K15;11;2;2;11;15;11;nat;10;;95;;;;;;4.5;168;11.5;13;13.5;0;0;0;0;0;;2012;11.5;13;13.5;;;;;;exp;;0
B2K16;1;2;2;11;16;1;nat;30;34.75;52;19;0;0;80;8;6.3;153;19;33;34;36.5;30;45;50;52;12.5;vivant;19;33;34;36.5;30;45;50;52;exp;27.15;1
B2K17;27;2;2;11;17;27;nat;5;21.375;34;6;1;50;;;2.6;153;9;18;24;22;0;0;0;0;;2014;9;18;24;22;;;;;exp;23.275;0
B2K18;70;2;2;11;18;70;nat;;;;;;;;;5.6;;;;;;;;;;;g;;;;;;;;;exp;;
B2K19;73;2;2;11;19;73;nat;20;37;35;24;0;25;95;8;4.9;135;15.5;34;44;50;37;20;30;27;8.3;vivant;15.5;34;44;50;37;20;30;27;exp;28.2;1
B2K2;48;2;2;11;2;48;nat;10;33.5;42.5;23;1;25;90;15;4.1;153;9.5;30;36;36.5;38;39;42;8;11.1;vivant;9.5;30;36;36.5;38;39;42;8;exp;26.8;1
B2K20;27;2;2;11;20;27;nat;10;51;70;30;0;50;;;5.4;135;18.5;29;38.5;40;0;0;0;0;;2014;18.5;29;38.5;40;;;;;exp;42.2;0
B2K22;11;2;2;11;22;11;nat;0;35;54;24;1;50;;;6.7;153;16;32;37;39.5;0;0;0;0;;2014;16;32;37;39.5;;;;;exp;32.6;0
B2K23;45;2;2;11;23;45;nat;10;1.25;55;;0;25;;;3.8;224;6;6;6;3;0;0;0;0;;2014;6;6;6;3;;;;;exp;;0
B2K24;27;2;2;11;24;27;nat;20;28.6;25;18;1;50;100;35;4.4;135;19.5;31;43.5;44.5;45;50;55;48;17.1;vivant;19.5;31;43.5;44.5;45;50;55;48;exp;28.32;1
B2K25;9;2;2;11;25;9;nat;;;;;;;;;1.2;;;;;;;;;;;g;;;;;;;;;exp;;
B2K26;72;2;2;11;26;72;nat;;;;;;;;;4.7;;;;;;;;;;;g;;;;;;;;;exp;;
B2K27;74;2;2;11;27;74;nat;;;;;;;;;2.7;;;;;;;;;;;g;;;;;;;;;exp;;
B2K28;27;2;2;11;28;27;nat;;;;;;;;;5.3;;;;;;;;;;;g;;;;;;;;;exp;;
B2K29;76;2;2;11;29;76;nat;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;exp;;
B2K3;48;2;2;11;3;48;nat;0;32.5;16.5;11;1;50;90;10;2.6;135;5.5;16;25;29;10;7;13;13;2.3;vivant;5.5;16;25;29;10;7;13;13;exp;22;1
B2K30;74;2;2;11;30;74;nat;;;;;;;;;2;;;;;;;;;;;g;;;;;;;;;exp;;
B2K33;51;2;2;11;33;51;nat;20;39.8;35;11;0;25;60;15;5.8;153;18.5;32;33.5;37;27;30;45;49;10;vivant;18.5;32;33.5;37;27;30;45;49;exp;26.16;1
B2K34;71;2;2;11;34;71;nat;;;;;;;;;4.8;;;;;;;;;;;g;;;;;;;;;exp;;
B2K35;72;2;2;11;35;72;nat;30;34.125;70;6;0;25;75;8;5.3;135;16.5;30;31;32;20;30;43;44;14;vivant;16.5;30;31;32;20;30;43;44;exp;33.025;1
B2K36;74;2;2;11;36;74;nat;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
B2K37;27;2;2;11;37;27;nat;;;;;;;;;3.3;;;;;;;;;;;g;;;;;;;;;exp;;
B2K38;76;2;2;11;38;76;nat;10;34;30.5;19;0;50;85;5;4.4;168;18;24;27.5;29;30;40;54;56;11.9;vivant;18;24;27.5;29;30;40;54;56;exp;28.7;1
B2K39;1;2;2;11;39;1;nat;10;18.1;63;20;0;25;;;5.9;153;11;16;19.5;19.5;5;6;4;0;;2017;11;16;19.5;19.5;5;6;4;;exp;27.22;0
B2K40;75;2;2;11;40;75;nat;0;24.2375;12;24;1;50;;;3;168;9.5;14;16;20.5;0;0;0;0;;2014;9.5;14;16;20.5;;;;;exp;22.0475;0
B2K41;1;2;2;11;41;1;nat;20;30.9375;42.5;12;0;0;85;30;7.1;153;27;40;40;39.5;39;41;47;44;13.7;vivant;27;40;40;39.5;39;41;47;44;exp;21.0875;1
B2K42;71;2;2;11;42;71;nat;20;25.9;32;19;1;50;90;5;4.3;186;8.5;18;35.5;37;25;32;25;22;10.6;vivant;8.5;18;35.5;37;25;32;25;22;exp;29.38;1
B2K43;27;2;2;11;43;27;nat;;;;;;;;;1.7;;;;;;;;;;;g;;;;;;;;;exp;;
B2K44;45;2;2;11;44;45;nat;20;28;47;25;0;50;;;4.7;153;11.5;22;30.5;29;10;0;0;0;;2015;11.5;22;30.5;29;10;;;;exp;34;0
B2K45;75;2;2;11;45;75;nat;5;17.5;30;6;1;50;90;15;3.5;135;11.5;25;29;35;33;11;30;27;3.8;vivant;11.5;25;29;35;33;11;30;27;exp;21.7;1
B2K46;1;2;2;11;46;1;nat;20;36.2;95;34;0;25;;;4.8;168;10;37;45;45;44;4;0;0;;2016;10;37;45;45;44;4;;;exp;42.04;0
B2K47;51;2;2;11;47;51;nat;;;;;;;;;2.9;;;;;;;;;;;g;;;;;;;;;exp;;
B2K5;51;2;2;11;5;51;nat;;;;;;;;;5.9;;;;;;;;;;;g;;;;;;;;;exp;;
B2K6;72;2;2;11;6;72;nat;30;41.5625;50;6;0;0;100;;6;135;21;27;28;38;15;11;6;0;1;2017;21;27;28;38;15;11;6;;exp;25.5125;0
B2K7;45;2;2;11;7;45;nat;0;27;37.5;11;0;0;75;5;3.8;135;17.5;47;78;83;89;88;96;91;18.9;vivant;17.5;47;78;83;89;88;96;91;exp;15.1;1
B2K8;70;2;2;11;8;70;nat;20;20.8;43;22;1;25;;;2.4;153;15;16;19;19.5;0;0;0;0;;2014;15;16;19;19.5;;;;;exp;26.16;0
B3B10;45;2;3;2;10;45;lim;15;19.5;3;0;0;5;5;2;6;153;33;46;59;67;69;69;68;30;12.7;vivant;33;46;59;67;69;69;68;30;low;8.5;1
B3B11;70;2;3;2;11;70;lim;3;21;1.5;0;0;0;0;0;3.3;153;9;24;27;28;24;23;15;15;5.7;vivant;9;24;27;28;24;23;15;15;low;5.1;1
B3B12;72;2;3;2;12;72;lim;20;24;3;4;0;0;0;0;6.5;153;31.5;32;47;47.5;42;36;16;23;8.9;vivant;31.5;32;47;47.5;42;36;16;23;low;10.2;1
B3B13;45;2;3;2;13;45;lim;;;;;;;;;3.2;;;;;;;;;;;g;;;;;;;;;low;;
B3B14;77;2;3;2;14;77;lim;;;;;;;;;1.4;;;;;;;;;;;g;;;;;;;;;low;;
B3B15;76;2;3;2;15;76;lim;30;29.25;7.5;0.9;1;0;10;20;5.5;153;13;34;55;56.5;58;56;57;59;12.9;vivant;13;34;55;56.5;58;56;57;59;low;13.53;1
B3B16;71;2;3;2;16;71;lim;25;38.84375;4.5;0.6;1;5;0;5;7.8;135;19;44;58;59;27;34;19;22;11.9;vivant;19;44;58;59;27;34;19;22;low;14.78875;1
B3B17;70;2;3;2;17;70;lim;;;;;;;;;3.5;;;;;;;;;;;g;;;;;;;;;low;;
B3B18;75;2;3;2;18;75;lim;20;35.7375;1.5;2.75;1;25;0;0;3.1;168;7;33;35.5;42.5;36;41;8;10;12.2;vivant;7;33;35.5;42.5;36;41;8;10;low;16.9975;1
B3B19;11;2;3;2;19;11;lim;;;;;;;;;3.3;;;;;;;;;;;g;;;;;;;;;low;;
B3B2;77;2;3;2;2;77;lim;;;;;;;;;3.8;;;;;;;;;;;g;;;;;;;;;low;;
B3B20;77;2;3;2;20;77;lim;25;34.925;4.5;1.5;0;5;0;5;3.7;135;25;41;58;52.5;25;33;41;56;18;vivant;25;41;58;52.5;25;33;41;56;low;14.185;1
B3B21;72;2;3;2;21;72;lim;30;27;4.5;0.3;0;0;0;3;4.4;168;49;42;62.5;66;68;69;72;77;17.2;vivant;49;42;62.5;66;68;69;72;77;low;12.36;1
B3B22;45;2;3;2;22;45;lim;;;;;;;;;3.7;;;;;;;;;;;g;;;;;;;;;low;;
B3B23;76;2;3;2;23;76;lim;30;24.75;3;9.5;0;0;5;0;4.5;168;28;47;55;59;60;67;69;65;17.8;vivant;28;47;55;59;60;67;69;65;low;13.45;1
B3B24;76;2;3;2;24;76;lim;30;36.325;6;1.6;0;5;0;15;5.2;135;26;39;46.5;46;42;41;43;58;9.5;vivant;26;39;46.5;46;42;41;43;58;low;15.785;1
B3B25;48;2;3;2;25;48;lim;;;;;;;;;2;;;;;;;;;;;g;;;;;;;;;low;;
B3B26;77;2;3;2;26;77;lim;;;;;;;;;1.5;;;;;;;;;;;g;;;;;;;;;low;;
B3B27;45;2;3;2;27;45;lim;25;36;4.5;0;0;0;10;10;5.8;135;27;44;90;86.5;87;88;85;86;15.2;vivant;27;44;90;86.5;87;88;85;86;low;13.1;1
B3B28;76;2;3;2;28;76;lim;3;15;3;0;0;0;0;10;5.1;153;15;27;46.5;51.5;63;37;41;41;8.6;vivant;15;27;46.5;51.5;63;37;41;41;low;4.2;1
B3B29;48;2;3;2;29;48;lim;25;33.75;4.5;0;1;5;0;1;3.2;153;12;15;28.5;30.5;23;28;15;18;;vivant;12;15;28.5;30.5;23;28;15;18;low;13.65;1
B3B3;1;2;3;2;3;1;lim;25;27.8;4.5;0.9;0;5;0;5;4.9;135;15.5;26;48;54;58;59;60;57;11.3;vivant;15.5;26;48;54;58;59;60;57;low;12.64;1
B3B30;73;2;3;2;30;73;lim;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;low;;
B3B31;72;2;3;2;31;72;lim;35;32;4.5;0.6;0;0;0;5;4.4;135;23;31;47;50;51;27;37;57;7.5;vivant;23;31;47;50;51;27;37;57;low;14.42;1
B3B32;74;2;3;2;32;74;lim;;;;;;;;;1.8;;;;;;;;;;;g;;;;;;;;;low;;
B3B33;72;2;3;2;33;72;lim;25;33.75;12;0.6;0;5;0;0;5.6;135;23;33;48.5;52;10;9;10;9;5;vivant;23;33;48.5;52;10;9;10;9;low;15.27;1
B3B34;27;2;3;2;34;27;lim;20;28.5125;4.5;0;1;5;;;4.4;186;25.5;34;39;41;15;0;0;0;;2015;25.5;34;39;41;15;;;;low;11.6025;0
B3B35;27;2;3;2;35;27;lim;15;20.4375;6;0;0;5;0;0;7.2;153;26.5;30;42;42;12;12;16;14;8.5;vivant;26.5;30;42;42;12;12;16;14;low;9.2875;1
B3B36;51;2;3;2;36;51;lim;10;29.25;0;4.5;1;0;0;0;6.3;135;16;28;45;46.5;17;13;13;10;8.9;vivant;16;28;45;46.5;17;13;13;10;low;8.75;1
B3B37;51;2;3;2;37;51;lim;10;33.75;3;12.5;1;5;0;15;5.5;135;24;26;35;43;45;42;33;56;14;vivant;24;26;35;43;45;42;33;56;low;12.85;1
B3B38;70;2;3;2;38;70;lim;70;30;4.5;7.5;1;5;15;5;5.9;135;15;18;28.5;35.5;38;40;41;45;14.6;vivant;15;18;28.5;35.5;38;40;41;45;low;23.4;1
B3B4;11;2;3;2;4;11;lim;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;low;;
B3B5;75;2;3;2;5;75;lim;40;15.475;4.5;0;0;25;0;0;3.6;153;11.5;29;39.5;40;37;29;18;10;10;vivant;11.5;29;39.5;40;37;29;18;10;low;16.995;1
B3B6;72;2;3;2;6;72;lim;40;28;6;0.3;0;0;0;4;4.8;135;18;42;48.5;49;50;51;51;43;11.8;vivant;18;42;48.5;49;50;51;51;43;low;14.86;1
B3B7;75;2;3;2;7;75;lim;10;17.825;3;8.25;1;25;0;0;4.4;135;14;44;56;59.5;60;59;42;20;14.1;vivant;14;44;56;59.5;60;59;42;20;low;12.815;1
B3B8;71;2;3;2;8;71;lim;;;;;;;;;7.1;;;;;;;;;;;g;;;;;;;;;low;;
B3B9;27;2;3;2;9;27;lim;50;29.25;4.5;2.1;0;5;0;5;5.8;153;22.5;35;41.5;49;55;53;41;22;9.9;vivant;22.5;35;41.5;49;55;53;41;22;low;18.17;1
B3C10;71;2;3;3;10;71;lim;65;16;6;0.9;0;0;;;7.9;135;29;53;59;61.5;61;12;12;0;9.8;2017;29;53;59;61.5;61;12;12;;low;17.58;0
B3C11;70;2;3;3;11;70;lim;5;16.5;14;4;1;25;5;4;6.3;168;15;40;39;39.5;43;45;43;43;7.5;vivant;15;40;39;39.5;43;45;43;43;low;12.9;1
B3C12;75;2;3;3;12;75;lim;30;24;3;5.5;1;25;0;0;3.4;186;17;38;39;44;44;26;7;13;11.2;vivant;17;38;39;44;44;26;7;13;low;17.5;1
B3C13;72;2;3;3;13;72;lim;15;24;4.5;0.6;1;5;0;0;4.9;186;22;38;38;41.5;42;33;43;38;9.7;vivant;22;38;38;41.5;42;33;43;38;low;9.82;1
B3C14;48;2;3;3;14;48;lim;20;11;4.5;0;1;25;0;0;5.2;135;20;36;48.5;50.5;39;41;15;16;8.2;vivant;20;36;48.5;50.5;39;41;15;16;low;12.1;1
B3C15;76;2;3;3;15;76;lim;10;33.4;20;4;0;5;;;3.7;168;6;24;23.5;22.5;25;0;0;0;;2015;6;24;23.5;22.5;25;;;;low;14.48;0
B3C16;73;2;3;3;16;73;lim;75;22.75;19;5.5;0;0;20;35;5.2;135;20;50;73.5;84;87;87;90;91;11.4;vivant;20;50;73.5;84;87;87;90;91;low;24.45;1
B3C17;48;2;3;3;17;48;lim;15;18;6;4;1;25;0;5;4.6;135;18;35;45.5;48;48;43;43;37;10;vivant;18;35;45.5;48;48;43;43;37;low;13.6;1
B3C18;73;2;3;3;18;73;lim;20;15;6;0.9;1;0;0;10;6.5;135;23;45;50.5;54;50;19;21;22;10.1;vivant;23;45;50.5;54;50;19;21;22;low;8.38;1
B3C19;75;2;3;3;19;75;lim;20;8;3;17;1;25;0;25;3.8;135;12;28;38.5;38;34;35;30;25;6.4;vivant;12;28;38.5;38;34;35;30;25;low;14.6;1
B3C2;72;2;3;3;2;72;lim;30;33.75;6;4.5;0;0;10;15;4.2;168;29;47;67;78.5;87;88;88;86;15.2;vivant;29;47;67;78.5;87;88;88;86;low;14.85;1
B3C20;76;2;3;3;20;76;lim;;;;;;;;;2.9;;;;;;;;;;;g;;;;;;;;;low;;
B3C21;71;2;3;3;21;71;lim;50;26.2;11;0;0;0;0;30;6.8;135;33;40;60.5;72;63;69;71;42;1.9;vivant;33;40;60.5;72;63;69;71;42;low;17.44;1
B3C22;70;2;3;3;22;70;lim;;;;;;;;;3.8;;;;;;;;;;;g;;;;;;;;;low;;
B3C23;9;2;3;3;23;9;lim;20;19.5;4.5;4.5;1;5;0;0;2.7;135;31;51;53;52;51;37;31;11;9.5;vivant;31;51;53;52;51;37;31;11;low;10.7;1
B3C24;1;2;3;3;24;1;lim;20;12;4.5;5.5;0;5;0;2;5.5;135;17.5;28;39.5;47.5;47;49;48;48;11.2;vivant;17.5;28;39.5;47.5;47;49;48;48;low;9.4;1
B3C25;74;2;3;3;25;74;lim;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;low;;
B3C26;73;2;3;3;26;73;lim;5;28.5125;6;0;0;0;0;3;4.1;135;8;23;40;40.5;42;43;42;41;8.5;vivant;8;23;40;40.5;42;43;42;41;low;7.9025;1
B3C27;9;2;3;3;27;9;lim;;;;;;;;;1.9;;;;;;;;;;;g;;;;;;;;;low;;
B3C28;27;2;3;3;28;27;lim;10;24;6;0;1;0;0;2;4.4;168;16;31;67;69.5;60;22;23;30;;vivant;16;31;67;69.5;60;22;23;30;low;8;1
B3C29;9;2;3;3;29;9;lim;;;;;;;;;1.3;;;;;;;;;;;g;;;;;;;;;low;;
B3C3;48;2;3;3;3;48;lim;5;21;3;4.5;0;5;0;10;4.1;186;10;29;34;44;44;40;35;11;6;vivant;10;29;34;44;44;40;35;11;low;7.7;1
B3C30;77;2;3;3;30;77;lim;5;20;4.5;0.9;0;0;0;0;4.4;186;21;27;54;56;36;20;24;28;;vivant;21;27;54;56;36;20;24;28;low;6.08;1
B3C31;51;2;3;3;31;51;lim;;;;;;;;;5.6;;;;;;;;;;;g;;;;;;;;;low;;
B3C32;48;2;3;3;32;48;lim;20;18;4.5;0.3;0;5;0;10;4.7;153;15.5;26;46;49;52;47;34;40;13.5;vivant;15.5;26;46;49;52;47;34;40;low;9.56;1
B3C33;77;2;3;3;33;77;lim;10;22.75;3;0.3;0;0;0;0;3.5;135;14;34;55.5;61;59;37;22;10;8.1;vivant;14;34;55.5;61;59;37;22;10;low;7.21;1
B3C34;1;2;3;3;34;1;lim;5;19.25;6;0;0;0;0;15;5.2;153;11;34;54.5;57;58;15;17;18;9.9;vivant;11;34;54.5;57;58;15;17;18;low;6.05;1
B3C35;71;2;3;3;35;71;lim;60;19.5;6;9.5;0;25;;;6.2;135;17.5;23;40.5;45;7;0;0;0;;2015;17.5;23;40.5;45;7;;;;low;24;0
B3C36;51;2;3;3;36;51;lim;5;13.75;3;0.6;1;0;5;15;7.7;135;15.5;31;48;54;55;60;56;35;10.4;vivant;15.5;31;48;54;55;60;56;35;low;4.47;1
B3C37;72;2;3;3;37;72;lim;80;15;15;15;1;0;;;2.9;269;4;8;8.5;9;0;0;0;0;;2014;4;8;8.5;9;;;;;low;25;0
B3C38;75;2;3;3;38;75;lim;5;11;1.5;4.5;0;5;10;35;4.2;135;23.5;43;62;67;69;69;64;67;15.4;vivant;23.5;43;62;67;69;69;64;67;low;5.4;1
B3C4;75;2;3;3;4;75;lim;15;20.675;6;4.5;0;5;0;15;4.2;135;17;34;45.5;57;61;61;61;25;10;vivant;17;34;45.5;57;61;61;61;25;low;10.235;1
B3C5;74;2;3;3;5;74;lim;5;14.74;3;11.5;1;5;5;15;5.7;168;16.5;40;39;41;42;48;52;53;15.3;vivant;16.5;40;39;41;42;48;52;53;low;7.848;1
B3C6;1;2;3;3;6;1;lim;;;;;;;;;4.9;;;;;;;;;;;g;;;;;;;;;low;;
B3C7;72;2;3;3;7;72;lim;20;22.15;4.5;1.8;0;0;0;2;5.2;135;24.5;31;42;47.5;48;51;53;52;9.6;vivant;24.5;31;42;47.5;48;51;53;52;low;9.69;1
B3C8;74;2;3;3;8;74;lim;;;;;;;;;2.1;;;;;;;;;;;g;;;;;;;;;low;;
B3C9;45;2;3;3;9;45;lim;;;;;;;;;2.7;;;;;;;;;;;g;;;;;;;;;low;;
B3D10;71;2;3;4;10;71;lim;50;18.75;4.5;0;1;5;0;10;6.7;135;20.5;34;38.5;40;22;31;34;46;9.2;vivant;20.5;34;38.5;40;22;31;34;46;low;15.65;1
B3D11;74;2;3;4;11;74;lim;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;low;;
B3D12;27;2;3;4;12;27;lim;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;low;;
B3D13;71;2;3;4;13;71;lim;40;27;4.5;2.75;1;25;0;2;7;168;23.5;50;59;58;52;15;15;16;8.6;vivant;23.5;50;59;58;52;15;15;16;low;19.85;1
B3D14;1;2;3;4;14;1;lim;15;22.5;6;1.5;0;0;0;20;5.8;153;22;42;50;54;60;61;68;61;14.8;vivant;22;42;50;54;60;61;68;61;low;9;1
B3D15;75;2;3;4;15;75;lim;15;17.35;0;0;1;25;0;8;4.3;135;15;43;46.5;47.5;20;20;25;27;6.9;vivant;15;43;46.5;47.5;20;20;25;27;low;11.47;1
