Ind;fameff;bloc;PU;rg;n;fam;trait;oid4_09;oid5_10;oid5_11;oid4_12;gel_13;oid2_13;oid_16;oid_17;pgland;date_em;Hfin09;Hfin10;Hfin11;Hfin12;Hdeb14;Hdeb15;Hdeb16;Hdeb17;diam16;an_mort;H09v;H10v;H11v;H12v;H14v;H15v;H16v;H17v;exp;oid_moy;survie2017
C2J36;1;3;2;10;36;1;renf;5;41.775;68;11;1;50;;;5.8;135;14.5;29;29.5;30.5;0;0;0;0;;2014;14.5;29;29.5;30.5;;;;;exp;35.155;0
C2J37;73;3;2;10;37;73;renf;70;32.5;46;15;1;50;;;6;153;21;30;46;59;12;0;0;0;;2015;21;30;46;59;12;;;;exp;42.7;0
C2J38;76;3;2;10;38;76;renf;25;41.5;68;55;0;0;95;30;6.9;153;26;41;46;50.5;47;17;32;17;10;vivant;26;41;46;50.5;47;17;32;17;exp;37.9;1
C2J4;76;3;2;10;4;76;renf;30;25;80;95;0;0;100;20;3.2;153;8;16;19;29.5;18;35;35;30;6.7;vivant;8;16;19;29.5;18;35;35;30;exp;46;1
C2J5;76;3;2;10;5;76;renf;25;25;73;95;0;25;90;15;5.4;135;14;15;20.5;30;24;12;18;19;2;vivant;14;15;20.5;30;24;12;18;19;exp;48.6;1
C2J6;73;3;2;10;6;73;renf;5;25;35;;;;;;3.6;135;12;19;25;25;0;0;0;0;;2013;12;19;25;25;;;;;exp;;0
C2J7;72;3;2;10;7;72;renf;30;0;16;;;;;;3.5;224;3;5;5.5;3;0;0;0;0;;2013;3;5;5.5;3;;;;;exp;;0
C2J8;48;3;2;10;8;48;renf;2;38.5;88;60;0;0;100;5;3.6;153;18;35;44.5;44;44;46;11;15;2.5;vivant;18;35;44.5;44;44;46;11;15;exp;37.7;1
C2J9;11;3;2;10;9;11;renf;30;43.475;50;47;1;25;100;10;3.9;153;16;23;33.5;39;42;16;16;8;6.7;vivant;16;23;33.5;39;42;16;16;8;exp;39.095;1
C2K10;51;3;2;11;10;51;renf;0;37.0625;68;80;0;0;100;;6.9;135;13;18;19;23.5;25;22;17;0;4.5;2017;13;18;19;23.5;25;22;17;;exp;37.0125;0
C2K11;1;3;2;11;11;1;renf;10;42.5;47;27.5;1;25;85;5;5;168;10;23;25;31;35;39;36;12;10.6;vivant;10;23;25;31;35;39;36;12;exp;30.4;1
C2K12;74;3;2;11;12;74;renf;15;37.5;36;28;1;50;95;5;6.1;135;11.5;19;28;32;40;32;42;30;7.9;vivant;11.5;19;28;32;40;32;42;30;exp;33.3;1
C2K13;71;3;2;11;13;71;renf;75;50;73;88;1;50;;;6.8;135;20;26;28.5;33;7;8;0;0;;2016;20;26;28.5;33;7;8;;;exp;67.2;0
C2K14;48;3;2;11;14;48;renf;;;;;;;;;1.5;;;;;;;;;;;g;;;;;;;;;exp;;
C2K15;72;3;2;11;15;72;renf;60;24.2375;52;72.5;0;25;100;5;5.7;135;19;20;24.5;34.5;36;36;34;35;9.4;vivant;19;20;24.5;34.5;36;36;34;35;exp;46.7475;1
C2K16;45;3;2;11;16;45;renf;5;45.2;52;22;1;50;95;;3.3;153;13;14;36;39;40;41;35;0;8.6;2017;13;14;36;39;40;41;35;;exp;34.84;0
C2K17;75;3;2;11;17;75;renf;10;22.1;32;22.5;1;50;;;3.1;224;12;19;25;34;32;13;6;0;1.5;2017;12;19;25;34;32;13;6;;exp;27.32;0
C2K18;27;3;2;11;18;27;renf;15;;39;50;1;50;80;15;4.6;153;12.5;15;23.5;24.5;29;32;32;10;3.5;vivant;12.5;15;23.5;24.5;29;32;32;10;exp;;1
C2K19;77;3;2;11;19;77;renf;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
C2K2;72;3;2;11;2;72;renf;25;35.3125;85;30;0;0;80;15;5;153;19;35;44.5;53.5;58;60;19;5;11.8;vivant;19;35;44.5;53.5;58;60;19;5;exp;35.0625;1
C2K20;76;3;2;11;20;76;renf;15;45.75;85;80;0;0;75;0;5.6;186;7;19;20.5;20.5;5;8;8;6;4.5;vivant;7;19;20.5;20.5;5;8;8;6;exp;45.15;1
C2K21;70;3;2;11;21;70;renf;25;37.0625;58;25;1;25;95;3;5.3;186;26;35;35.5;41.5;38;39;34;9;13.5;vivant;26;35;35.5;41.5;38;39;34;9;exp;34.0125;1
C2K22;70;3;2;11;22;70;renf;5;40;68;20;0;25;90;35;4.7;168;17;38;43;47.5;52;56;58;63;12;vivant;17;38;43;47.5;52;56;58;63;exp;31.6;1
C2K23;75;3;2;11;23;75;renf;20;49.31875;53;19;1;50;90;25;4.8;153;20;28;30.5;37.5;48;52;48;31;12.7;vivant;20;28;30.5;37.5;48;52;48;31;exp;38.26375;1
C2K24;9;3;2;11;24;9;renf;2;36.0375;63;15;1;50;100;;2.9;135;11;25;29;29.5;14;14;5;0;6.8;2017;11;25;29;29.5;14;14;5;;exp;33.2075;0
C2K25;11;3;2;11;25;11;renf;10;44;78;72;1;50;;;4;224;11;27;29;29;0;0;0;0;;2014;11;27;29;29;;;;;exp;50.8;0
C2K26;9;3;2;11;26;9;renf;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
C2K27;1;3;2;11;27;1;renf;10;47.5;68;36.5;0;0;95;15;6.4;153;17;28;35.5;51.5;51;48;48;34;11;vivant;17;28;35.5;51.5;51;48;48;34;exp;32.4;1
C2K28;71;3;2;11;28;71;renf;35;47;47;44;1;25;;;5.8;135;14.5;24;41.5;46.5;42;5;0;0;;2016;14.5;24;41.5;46.5;42;5;;;exp;39.6;0
C2K29;70;3;2;11;29;70;renf;20;30.8;88;47.5;0;0;;;4.6;224;11;20;20.5;20.5;8;11;4;0;1.5;2017;11;20;20.5;20.5;8;11;4;;exp;37.26;0
C2K3;48;3;2;11;3;48;renf;10;50;53;27.5;0;0;85;20;4.7;135;21;40;42;61;70;70;70;68;21;vivant;21;40;42;61;70;70;70;68;exp;28.1;1
C2K30;48;3;2;11;30;48;renf;0;18.75;88;7.5;0;0;60;5;2.9;153;9.5;14;12;13;15;15;11;21;1.5;vivant;9.5;14;12;13;15;15;11;21;exp;22.85;1
C2K31;70;3;2;11;31;70;renf;40;41.775;73;20;0;0;90;5;4.2;135;11;20;23;24;12;22;20;14;6.5;vivant;11;20;23;24;12;22;20;14;exp;34.955;1
C2K32;75;3;2;11;32;75;renf;35;51.125;60;21.5;1;25;;;3;135;15;33;38;54.5;40;5;0;0;;2016;15;33;38;54.5;40;5;;;exp;38.525;0
C2K33;51;3;2;11;33;51;renf;;;;;;;;;2.4;;;;;;;;;;;g;;;;;;;;;exp;;
C2K34;70;3;2;11;34;70;renf;40;46;57;25;1;25;90;15;5.4;168;16.5;21;41;45.5;38;62;41;23;4.1;vivant;16.5;21;41;45.5;38;62;41;23;exp;38.6;1
C2K35;9;3;2;11;35;9;renf;;;;;;;;;1.8;;;;;;;;;;;g;;;;;;;;;exp;;
C2K37;11;3;2;11;37;11;renf;3;25;48;14;1;25;100;10;6.3;168;7.5;28;46;47.5;53;35;32;8;9;vivant;7.5;28;46;47.5;53;35;32;8;exp;23;1
C2K4;75;3;2;11;4;75;renf;15;20;31;88;0;25;100;;2.9;224;5;12;22.5;24;21;5;8;0;1.5;2017;5;12;22.5;24;21;5;8;;exp;35.8;0
C2K5;75;3;2;11;5;75;renf;35;20;39;73;1;50;100;5;3.2;135;9;9;17.5;18;19;8;8;4;1.8;vivant;9;9;17.5;18;19;8;8;4;exp;43.4;1
C2K6;51;3;2;11;6;51;renf;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
C2K7;11;3;2;11;7;11;renf;0;24.75;78;80;0;50;;;3;153;9;13;22.5;24;23;0;0;0;;2015;9;13;22.5;24;23;;;;exp;46.55;0
C2K8;75;3;2;11;8;75;renf;5;42.5;49;50;1;25;100;0;3.8;135;17;26;43;54.5;48;50;50;9;11.9;vivant;17;26;43;54.5;48;50;50;9;exp;34.3;1
C2K9;77;3;2;11;9;77;renf;25;31.71875;73;67.5;0;25;100;15;5.1;135;21.5;28;34;39;47;47;47;32;8.2;vivant;21.5;28;34;39;47;47;47;32;exp;44.44375;1
C3B10;73;3;3;2;10;73;nat;;;;;;;;;3.6;;;;;;;;;;;g;;;;;;;;;exp;;
C3B11;70;3;3;2;11;70;nat;80;5.25;55;62;0;25;;;3.8;269;6;14;29.5;37;0;0;0;0;;2014;6;14;29.5;37;;;;;exp;45.45;0
C3B12;77;3;3;2;12;77;nat;10;38.8;70;32;0;5;65;5;5.5;135;16;23;28;31.5;34;35;35;37;9.5;vivant;16;23;28;31.5;34;35;35;37;exp;31.16;1
C3B13;72;3;3;2;13;72;nat;20;40.4;37;28;1;25;60;10;4.8;224;18;23;28;47.5;42;34;12;10;6.3;vivant;18;23;28;47.5;42;34;12;10;exp;30.08;1
C3B15;48;3;3;2;15;48;nat;;;;;;;;;4;;;;;;;;;;;g;;;;;;;;;exp;;
C3B16;75;3;3;2;16;75;nat;5;26.6125;30;27;1;50;90;;4;135;16.5;27;33;36;32;36;37;0;14;2017;16.5;27;33;36;32;36;37;;exp;27.7225;0
C3B19;1;3;3;2;19;1;nat;;;;;;;;;5.2;;;;;;;;;;;g;;;;;;;;;exp;;
C3B21;71;3;3;2;21;71;nat;50;29.875;28;19;1;50;;;5.4;135;30.5;25;29.5;29.5;3;0;0;0;;2015;30.5;25;29.5;29.5;3;;;;exp;35.375;0
C3B22;45;3;3;2;22;45;nat;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
C3B23;76;3;3;2;23;76;nat;3;29.44;34;27;1;25;90;25;5.6;135;12.5;34;44;44.5;44;48;54;45;11.9;vivant;12.5;34;44;44.5;44;48;54;45;exp;23.688;1
C3B24;48;3;3;2;24;48;nat;10;29.9375;22;27;1;50;;;3.6;135;16;23;34;34;0;0;0;0;;2014;16;23;34;34;;;;;exp;27.7875;0
C3B25;71;3;3;2;25;71;nat;25;43;38.5;27;1;50;;;6.9;168;20.5;51;56;54.5;0;0;0;0;;2014;20.5;51;56;54.5;;;;;exp;36.7;0
C3B26;72;3;3;2;26;72;nat;50;33.2625;88;24;0;50;;;3.9;224;15;15;17;15;0;0;0;0;;2014;15;15;17;15;;;;;exp;49.0525;0
C3B28;48;3;3;2;28;48;nat;65;28.275;34.5;6;1;50;;;6.4;153;16.5;20;26;26.5;12;7;4;0;;2017;16.5;20;26;26.5;12;7;4;;exp;36.755;0
C3B29;51;3;3;2;29;51;nat;10;39.24;23;16;1;50;80;35;7.1;135;13;27;33.5;33;35;17;5;7;8.8;vivant;13;27;33.5;33;35;17;5;7;exp;27.648;1
C3B30;72;3;3;2;30;cc;nat;75;44.425;30.5;49;1;25;75;30;6;224;12.5;22;31.5;44;49;61;64;65;10.7;vivant;12.5;22;31.5;44;49;61;64;65;exp;44.785;1
C3B33;70;3;3;2;33;70;nat;30;22.8125;43;27;0;5;75;40;3.6;168;17;22;23;25;22;15;14;20;6.1;vivant;17;22;23;25;22;15;14;20;exp;25.5625;1
C3B34;45;3;3;2;34;45;nat;65;36.5875;14;24;1;50;;;5.8;135;21.5;23;28;30.5;0;0;0;0;;2014;21.5;23;28;30.5;;;;;exp;37.9175;0
C3B36;11;3;3;2;36;11;nat;30;23.525;19;19;1;50;;;5.3;168;15;28;31.5;31.5;5;0;0;0;;2015;15;28;31.5;31.5;5;;;;exp;28.305;0
C3B37;76;3;3;2;37;76;nat;0;19.25;33;22;0;5;85;45;6.2;153;9;17;28;38.5;45;48;47;48;11.8;vivant;9;17;28;38.5;45;48;47;48;exp;15.85;1
C3B38;45;3;3;2;38;45;nat;15;28;42.5;3;1;25;95;0;4.6;135;17;36;44;50.5;52;17;20;8;10.6;vivant;17;36;44;50.5;52;17;20;8;exp;22.7;1
C3B39;1;3;3;2;39;1;nat;15;31.6;41;27;0;5;60;15;6.7;153;13;36;40.5;48;42;18;19;8;11.2;vivant;13;36;40.5;48;42;18;19;8;exp;23.92;1
C3B40;73;3;3;2;40;73;nat;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;exp;;
C3B41;9;3;3;2;41;9;nat;65;33.2625;27;22;1;50;;;3.1;153;14.5;20;28;28.5;0;0;0;0;;2014;14.5;20;28;28.5;;;;;exp;39.4525;0
C3B42;51;3;3;2;42;51;nat;45;36;32;18;1;25;90;25;5.2;153;12.5;27;31;34;40;42;35;39;9;vivant;12.5;27;31;34;40;42;35;39;exp;31.2;1
C3B43;75;3;3;2;43;75;nat;50;28.4;30;29;1;50;;;3.2;153;8.5;17;24;25.5;0;0;0;0;;2014;8.5;17;24;25.5;;;;;exp;37.48;0
C3B45;76;3;3;2;45;76;nat;15;49.5;88;75;0;5;80;0;3.2;153;8.5;14;17;10.5;0;0;11;16;5.5;vivant;8.5;14;17;10.5;;;11;16;exp;46.5;1
C3B46;75;3;3;2;46;75;nat;15;34.33125;16;24;1;25;90;;3.7;168;11.5;20;25.5;27.5;19;16;14;0;8.8;2017;11.5;20;25.5;27.5;19;16;14;;exp;22.86625;0
C3B47;9;3;3;2;47;9;nat;20;43.475;43;27;1;50;100;40;3;168;12;28;42;41.5;44;28;30;26;11.3;vivant;12;28;42;41.5;44;28;30;26;exp;36.695;1
C3B9;75;3;3;2;9;75;nat;0;32.5;15.5;23;1;50;90;10;2.4;135;10;12;18;17.5;12;7;8;6;5.8;vivant;10;12;18;17.5;12;7;8;6;exp;24.2;1
C3C13;75;3;3;3;13;75;nat;;;;;;;;;1.7;;;;;;;;;;;g;;;;;;;;;exp;;
C3C14;74;3;3;3;14;74;nat;35;39.7;6;16;1;50;;;2.6;186;11.5;19;21;27.5;0;0;0;0;;2014;11.5;19;21;27.5;;;;;exp;29.34;0
C3C15;71;3;3;3;15;71;nat;10;37.3;22;35;1;50;;;6.2;153;18;38;45.5;43;5;0;0;0;;2015;18;38;45.5;43;5;;;;exp;30.86;0
C3C16;74;3;3;3;16;74;nat;;;;;;;;;2.3;;;;;;;;;;;g;;;;;;;;;exp;;
C3C17;48;3;3;3;17;48;nat;15;46.8;14;24;1;50;;;3.6;135;13.5;17;22;22;0;0;0;0;;2014;13.5;17;22;22;;;;;exp;29.96;0
C3C18;11;3;3;3;18;11;nat;;;;;;;;;4.2;;;;;;;;;;;g;;;;;;;;;exp;;
C3C19;11;3;3;3;19;11;nat;20;25.0675;20;24;1;50;;;5;224;3.5;12;27.5;28;0;0;0;0;;2014;3.5;12;27.5;28;;;;;exp;27.8135;0
C3C2;51;3;3;3;2;51;nat;15;45.6;21.5;43;0;5;85;15;7.1;153;16.5;37;55;75;76;79;58;19;17.5;vivant;16.5;37;55;75;76;79;58;19;exp;26.02;1
C3C20;11;3;3;3;20;11;nat;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;exp;;
C3C21;9;3;3;3;21;9;nat;25;15;40;36;0;;;;3.8;186;8;8;12;8;0;0;0;0;;2013;8;8;12;8;;;;;exp;;0
C3C22;11;3;3;3;22;11;nat;80;52.75;95;;;;;;3.5;168;8.5;9;9;0;0;0;0;0;;2012;8.5;9;9;;;;;;exp;;0
C3C24;11;3;3;3;24;11;nat;40;35.4;56;24;0;50;;;4.4;168;15.5;25;31;37;0;0;0;0;;2014;15.5;25;31;37;;;;;exp;41.08;0
C3C26;9;3;3;3;26;9;nat;5;35.4;50.5;95;0;;;;2.2;135;10.5;24;25;23;0;0;0;0;;2013;10.5;24;25;23;;;;;exp;;0
C3C28;73;3;3;3;28;73;nat;15;21.915;19;8;0;50;;;5;135;11.5;20;23.5;24;0;0;0;0;;2014;11.5;20;23.5;24;;;;;exp;22.783;0
C3C29;51;3;3;3;29;51;nat;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;exp;;
C3C31;70;3;3;3;31;70;nat;10;36;45.5;38;1;25;;;3.7;168;13;30;39;42;45;0;0;0;;2015;13;30;39;42;45;;;;exp;30.9;0
C3C33;77;3;3;3;33;77;nat;;;;;;;;;1.9;;;;;;;;;;;g;;;;;;;;;exp;;
C3C34;72;3;3;3;34;72;nat;60;34;40;57;0;25;;;4.2;186;18;12;17;17.5;13;5;5;0;5.5;2017;18;12;17;17.5;13;5;5;;exp;43.2;0
C3C35;76;3;3;3;35;76;nat;;;;;;;;;1.8;;;;;;;;;;;g;;;;;;;;;exp;;
C3C36;74;3;3;3;36;74;nat;0;36;28;27;1;50;;;3.2;153;6;11;21;19.5;0;0;0;0;;2014;6;11;21;19.5;;;;;exp;28.2;0
C3C37;75;3;3;3;37;75;nat;0;27.48;19;24;0;25;;;2.9;135;11.5;18;26;25;12;0;0;0;;2015;11.5;18;26;25;12;;;;exp;19.096;0
C3C38;72;3;3;3;38;72;nat;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;exp;;
C3C40;73;3;3;3;40;73;nat;;;;;;;;;2;;;;;;;;;;;g;;;;;;;;;exp;;
C3C41;9;3;3;3;41;9;nat;;;;;;;;;1.2;;;;;;;;;;;g;;;;;;;;;exp;;
C3C42;1;3;3;3;42;1;nat;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;exp;;
C3C43;1;3;3;3;43;1;nat;15;33.36;54;22;0;5;75;15;3.5;153;11.5;20;34.5;34;43;41;42;46;10.1;vivant;11.5;20;34.5;34;43;41;42;46;exp;25.872;1
C3C44;71;3;3;3;44;71;nat;65;40.2875;62;30;1;50;;;7.8;135;14.5;27;59;65;0;0;0;0;;2014;14.5;27;59;65;;;;;exp;49.4575;0
C3C45;72;3;3;3;45;72;nat;;;;;;;;;2;;;;;;;;;;;g;;;;;;;;;exp;;
C3C46;48;3;3;3;46;48;nat;;;;;;;;;1.8;;;;;;;;;;;g;;;;;;;;;exp;;
C3C7;71;3;3;3;7;72;nat;20;34.925;49;44;1;25;90;4;9.3;186;15.5;32;48.5;54;52;49;53;46;12;vivant;15.5;32;48.5;54;52;49;53;46;exp;34.585;1
C3D10;77;3;3;4;10;77;nat;;;;;;;;;0.9;;;;;;;;;;;g;;;;;;;;;exp;;
C3D11;73;3;3;4;11;73;nat;40;30;42;27;1;50;;;4.4;135;17.5;29;36.5;38;0;0;0;0;;2014;17.5;29;36.5;38;;;;;exp;37.8;0
C3D12;72;3;3;4;12;72;nat;30;25.1875;44;34;0;50;90;25;4;153;10;21;25.5;38.5;48;26;29;23;8.4;vivant;10;21;25.5;38.5;48;26;29;23;exp;36.6375;1
C3D13;70;3;3;4;13;70;nat;25;39.2;40;32;1;50;85;70;4.8;153;17.5;19;26;40;43;55;52;64;11.3;vivant;17.5;19;26;40;43;55;52;64;exp;37.24;1
C3D14;77;3;3;4;14;77;nat;40;34;53;31;0;25;10;;3.1;153;10;15;21;24;26;15;6;0;2.1;2017;10;15;21;24;26;15;6;;exp;36.6;0
C3D15;72;3;3;4;15;72;nat;20;38;37;38;0;50;;;5.6;135;19.5;20;24.5;34.5;5;0;0;0;;2015;19.5;20;24.5;34.5;5;;;;exp;36.6;0
C3D16;70;3;3;4;16;70;nat;0;43.895;40;27;1;50;90;35;3.1;135;13.5;19;25;29.5;37;43;45;43;7.7;vivant;13.5;19;25;29.5;37;43;45;43;exp;32.179;1
C3D17;74;3;3;4;17;74;nat;;;;;;;;;1.4;;;;;;;;;;;g;;;;;;;;;exp;;
C3D18;1;3;3;4;18;1;nat;30;30.65;50.5;39;0;25;85;10;7.6;153;10;24;33.5;36;63;99;96;105;23.4;vivant;10;24;33.5;36;63;99;96;105;exp;35.03;1
C3D19;71;3;3;4;19;71;nat;35;41.1;36;24;1;50;90;15;6.8;168;20;31;56.5;63;69;77;81;75;15.1;vivant;20;31;56.5;63;69;77;81;75;exp;37.22;1
C3D20;72;3;3;4;20;72;nat;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
C3D21;11;3;3;4;21;11;nat;15;15.72;16;16;1;50;;;5.2;153;21.5;32;33.5;33.5;0;0;0;0;;2014;21.5;32;33.5;33.5;;;;;exp;22.544;0
C3D22;75;3;3;4;22;75;nat;0;21;23;36;1;50;95;25;3.3;153;12;30;30;33;31;42;51;9;8.7;vivant;12;30;30;33;31;42;51;9;exp;26;1
C3D23;76;3;3;4;23;76;nat;20;27.8;42.5;48;0;25;;;3.8;135;13.5;19;21.5;24;29;0;0;0;;2015;13.5;19;21.5;24;29;;;;exp;32.66;0
C3D24;70;3;3;4;24;70;nat;;;;;;;;;2.7;;;;;;;;;;;g;;;;;;;;;exp;;
C3D26;45;3;3;4;26;45;nat;10;26.25;43;38;1;25;75;25;3.8;168;13.5;36;44;54;50;55;57;57;12;vivant;13.5;36;44;54;50;55;57;57;exp;28.45;1
C3D27;77;3;3;4;27;77;nat;;;;;;;;;2.6;;;;;;;;;;;g;;;;;;;;;exp;;
C3D28;75;3;3;4;28;75;nat;5;14;27;27;1;50;;;4.2;135;17;27;32.5;35.5;0;0;0;0;;2014;17;27;32.5;35.5;;;;;exp;24.6;0
C3D29;48;3;3;4;29;48;nat;;;;;;;;;1.4;;;;;;;;;;;g;;;;;;;;;exp;;
C3D30;77;3;3;4;30;77;nat;;;;;;;;;5.6;;;;;;;;;;;g;;;;;;;;;exp;;
C3D31;74;3;3;4;31;74;nat;45;28;40;16;1;25;85;40;5.7;186;15;30;31.5;35;31;34;44;32;6.3;vivant;15;30;31.5;35;31;34;44;32;exp;30.8;1
C3D33;48;3;3;4;33;48;nat;0;19.5;60;24;0;25;;;2.2;168;7.5;19;23;30;8;0;0;0;;2015;7.5;19;23;30;8;;;;exp;25.7;0
C3D34;72;3;3;4;34;72;nat;70;36.775;27;30;0;5;;;5.2;168;31;29;40;43.5;18;0;0;0;;2015;31;29;40;43.5;18;;;;exp;33.755;0
C3D35;72;3;3;4;35;72;nat;50;29.9375;40;16;1;25;80;20;4.9;135;31;36;51;57;54;7;15;0;8.7;2017;31;36;51;57;54;7;15;;exp;32.1875;0
C3D36;73;3;3;4;36;73;nat;40;28;43;35;1;50;;;5.4;135;20;38;44.5;52;0;0;0;0;;2014;20;38;44.5;52;;;;;exp;39.2;0
C3D37;72;3;3;4;37;72;nat;40;36;49;80;0;25;;;4.3;135;21.5;16;32;37;0;0;0;0;;2014;21.5;16;32;37;;;;;exp;46;0
C3D38;74;3;3;4;38;74;nat;;;;;;;;;1.9;;;;;;;;;;;g;;;;;;;;;exp;;
C3D41;51;3;3;4;41;51;nat;;;;;;;;;4;;;;;;;;;;;g;;;;;;;;;exp;;
C3D43;9;3;3;4;43;9;nat;;;;;;;;;1.1;;;;;;;;;;;g;;;;;;;;;exp;;
C3D44;45;3;3;4;44;45;nat;35;42;49;54;1;50;;;4.2;153;18.5;27;34;41;0;0;0;0;;2014;18.5;27;34;41;;;;;exp;46;0
C3D45;71;3;3;4;45;71;nat;10;39.925;49;24;1;50;;;8.2;135;15.5;38;54;59;43;0;0;0;;2015;15.5;38;54;59;43;;;;exp;34.585;0
C3D46;45;3;3;4;46;45;nat;5;37;51;36;1;50;;;5.4;135;14.5;35;40.5;41;0;0;0;0;;2014;14.5;35;40.5;41;;;;;exp;35.8;0
C3D47;75;3;3;4;47;75;nat;40;34;28;32;0;50;;;3.1;135;9;13;21;20;0;0;0;0;;2014;9;13;21;20;;;;;exp;36.8;0
C3D5;51;3;3;4;5;51;nat;25;32;20;38;1;50;;;7;135;18.5;34;43;47;0;0;0;0;;2014;18.5;34;43;47;;;;;exp;33;0
C3D8;71;3;3;4;8;71;nat;50;35.4;42.5;43;1;50;;;6.6;135;19.5;33;43;43;0;0;0;0;;2014;19.5;33;43;43;;;;;exp;44.18;0
C3D9;73;3;3;4;9;73;nat;;;;;;;;;3.6;;;;;;;;;;;g;;;;;;;;;exp;;
C3E11;77;3;3;5;11;77;nat;20;35.4;63;32;0;5;;;5.1;153;13;10;30;44.5;7;0;0;0;;2015;13;10;30;44.5;7;;;;exp;31.08;0
C3E13;48;3;3;5;13;48;nat;;;;;;;;;0.6;;;;;;;;;;;g;;;;;;;;;exp;;
C3E14;48;3;3;5;14;48;nat;;;;;;;;;1.1;;;;;;;;;;;g;;;;;;;;;exp;;
C3E15;75;3;3;5;15;75;nat;3;33.5;22;24;1;50;85;10;3.6;135;18;26;29.5;29.5;39;42;28;6;4.6;vivant;18;26;29.5;29.5;39;42;28;6;exp;26.5;1
C3E16;45;3;3;5;16;45;nat;25;36.5875;26;33;1;25;90;;4.9;153;9;18;27;31;41;52;54;0;9.1;2017;9;18;27;31;41;52;54;;exp;29.1175;0
C3E17;71;3;3;5;17;71;nat;50;40.1025;27;27;1;50;30;;7.9;135;15;34;57.5;57.5;35;0;0;0;;2015;15;34;57.5;57.5;35;;;;exp;38.8205;0
C3E18;1;3;3;5;18;1;nat;70;31.6;40;49;1;50;;;5;153;19;21;27;27;0;0;0;0;;2014;19;21;27;27;;;;;exp;48.12;0
C3E19;1;3;3;5;19;1;nat;;;;;;;;;4.4;;;;;;;;;;;g;;;;;;;;;exp;;
C3E20;71;3;3;5;20;71;nat;50;31.5;45;35;1;50;;;8.7;153;19;39;47.5;56;0;0;0;0;;2014;19;39;47.5;56;;;;;exp;42.3;0
C3E21;1;3;3;5;21;1;nat;5;41.55;37;27;1;50;;;4.2;153;15.5;23;26;41;28;0;0;0;;2015;15.5;23;26;41;28;;;;exp;32.11;0
C3E22;9;3;3;5;22;9;nat;5;36.775;26.5;16;1;50;70;;3.4;153;14.5;30;40.5;42;29;18;9;0;8.5;2017;14.5;30;40.5;42;29;18;9;;exp;26.855;0
C3E23;77;3;3;5;23;77;nat;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;exp;;
C3E24;51;3;3;5;24;51;nat;;;;;;;;;3.5;;;;;;;;;;;g;;;;;;;;;exp;;
C3E25;1;3;3;5;25;1;nat;10;42.4;43;44;0;5;80;25;4.9;153;12.5;37;43;56;71;77;88;86;20.9;vivant;12.5;37;43;56;71;77;88;86;exp;28.88;1
C3E26;71;3;3;5;26;71;nat;;0;55.5;56;0;;;;8.1;153;8;10;8;7;0;0;0;0;;2013;8;10;8;7;;;;;exp;;0
C3E27;74;3;3;5;27;74;nat;;;;;;;;;4.6;;;;;;;;;;;g;;;;;;;;;exp;;
C3E28;70;3;3;5;28;70;nat;;;;;;;;;2.9;;;;;;;;;;;g;;;;;;;;;exp;;
C3E3;45;3;3;5;3;45;nat;;;;;;;;;4.2;;;;;;;;;;;g;;;;;;;;;exp;;
C3E30;76;3;3;5;30;76;nat;;;;;;;;;4.6;;;;;;;;;;;g;;;;;;;;;exp;;
C3E31;70;3;3;5;31;70;nat;10;36;45.5;3;0;5;90;20;4;153;16;33;36;39;41;34;39;45;4.6;vivant;16;33;36;39;41;34;39;45;exp;19.9;1
C3E32;11;3;3;5;32;11;nat;;;;;;;;;5.5;;;;;;;;;;;g;;;;;;;;;exp;;
C3E33;76;3;3;5;33;76;nat;40;38;42.5;28;0;50;80;25;3.4;135;9;12;12;12;15;8;11;6;5.5;vivant;9;12;12;12;15;8;11;6;exp;39.7;1
C3E35;11;3;3;5;35;11;nat;30;36;40;16;1;25;;;6.1;153;23.5;30;29;30;0;0;0;0;;2014;23.5;30;29;30;;;;;exp;29.4;0
C3E36;75;3;3;5;36;75;nat;;;;;;;;;1.4;;;;;;;;;;;g;;;;;;;;;exp;;
C3E37;1;3;3;5;37;1;nat;15;24.295;40;16;0;50;80;10;5.7;153;14.5;18;22.5;30;22;36;38;38;9.4;vivant;14.5;18;22.5;30;22;36;38;38;exp;29.059;1
C3E38;73;3;3;5;38;73;nat;15;28;47.5;24;1;50;;;5;135;15;26;34;35;0;0;0;0;;2014;15;26;34;35;;;;;exp;32.9;0
C3E39;48;3;3;5;39;48;nat;0;33.75;53;24;1;50;;;1.7;153;8.5;19;31;33;0;0;0;0;;2014;8.5;19;31;33;;;;;exp;32.15;0
